text,label,label_text
is hitting the streets  hours living with lexingtons homeless no foodno bedno problem no facebook or twitter  pray for us,0,negative
sitting in gatwick going home for a week cant wait to see family,2,positive
 i am  and i still havent been to a club lots of bars though i dont think im missing much,0,negative
just dusted  vacuumed apartment  i think i need another new vacuummy entire apartment is smoky  i just bought this one from kmart,0,negative
it is kind of lonely when nobody will answer their phone,0,negative
  i thought you liked the name,0,negative
 awww hugs i wish i could help,0,negative
 aww how sweet,2,positive
 httptwitpiccomn  i dont like it,0,negative
 my ipod headphones have gone kaput  wanted to buy new ones should i buy some bose instead then do they work with apple,0,negative
  i dont mind whistlers if they are actually whistling a tune but those who just whistle nothing drive me crazy,2,positive
 awesome whadya get her,2,positive
sitting at the audi joburg fashion week casting so many lanky people in one place almost  lol good luck to everyone  ,2,positive
getting ready to go read pray and go to bed enjoy the rest of the night,2,positive
 aww bradie loves perth  i love the ad at the top of his page too lol ,2,positive
httptwitpiccomwkpl  widescreen laptop  rotation  comics  awesome,2,positive
so bored  waiting for class to start sigh midterms next week _,0,negative
i am on aim getting ready to go to bed running a k tommorow for mothers day wish me luck,2,positive
 that sounds foreboding,0,negative
 haha sorry  she should be in the whole like two people  follows,0,negative
i should be finished but im not  color drawing here i come,0,negative
i love crowded cars  and ayanna,2,positive
four hour baseball game at least the crew spent much of it making the cubbies look bad,0,negative
heading off to hollywood studios today  manta and kraken were both awesome yesterday feeling like doing a few more rides,2,positive
 sadly cannot listen  sob,0,negative
im kinda sad of being alone all the time i miss my brother  and my friends suck i mean no one has even called me in  weeks,0,negative
j ross you cant leave the killers still singing and run the titles  you should have been edited out for more music  happy  not,0,negative
 i would much rather you didnt punch yourself in the faceit might hurt,0,negative
 haha me tooooo i miss you i havnt seen you in ages,0,negative
is wishing that i could be famous for acting and dancing,2,positive
 possibly nyquil will get me through tonight though  doctors monday i hope for the swine just so i can be on google mapsjk,2,positive
cat is anxiously watching wild turkeys in my back yardi think they have their eyes on my bunny rabbit,0,negative
 hahahahaha u look really good in ur picture,2,positive
i want some pineapple i miss my baby,2,positive
 yeah the economy sucks so bad  yeah i know what a cafeteria is im unemployed at the moment and i hate it,0,negative
 i shall annoyingly tweet at you tomorrow,0,negative
happy mothers day mothers,2,positive
is spending her saturday morning taking notes for a research essay because some stupid  recalled the book im using not fair,0,negative
swollen faceagain,0,negative
running errands with geeta feeling like i have the plague,0,negative
please review sunehre ad placement  httptinyurlcomoowmk,2,positive
to all mothers in the world  happy mothers day,2,positive
 hey babe follow melove u on da show,2,positive
 im not sure what stracchino is but it sounds good,2,positive
 yeah exactly the fans overpower the haters anyday u know wat do wat u wnt i dnt even care anymore i know the truth about them,0,negative
happy mothers day to all you moms out there,2,positive
facebook is being a ,0,negative
i no longer have a ticket for ny,0,negative
 yay it will be good to have you back,2,positive
 hmmok well i hope you feel better soon babe  ima go to bed i have a long day tomorrow,2,positive
 thats family for you  imna crash woke up   days in a rowlol,0,negative
this day will pass slowly  all of these days will  rawr  ,0,negative
sadly awake wondering about contact info for all of the fun folks i hung out with at the shop yay b miss you guys,0,negative
knew she was an idiot,0,negative
just got home from another wonderful night,2,positive
you can learn a lot from another person dont try to out better oneself when its all about love and happiness  goodnight,2,positive
its a calandercalendar collander bahaha that part was hilarious of course the whole thing was hilarious,2,positive
 i can understand the fear i feel that way about many things you really need motivation to overcome it mine was guilt,0,negative
 aww  i hope u find it soon i miss it i cnt even use my cam wo it memorys full plus i wanna take it  sa this commin weekend,2,positive
i wish my roommates were coming home soon  maybe i should take a nap to waste time,2,positive
 sorry  ill make sure to bomb in talk at ssug next month as penance ,0,negative
today is my first real mothers day with my son actually here  he wasnt born yet last year  cant wait to hug him when i get home,2,positive
 im out of town next week   well have to party when i get back happy early birthday,2,positive
just got back from the bbq i got sunburn on my legs well sore,0,negative
listening to the man who cant be moved  i just love the connection with gw  doing dutch and might do some art later,2,positive
looks like i got a new job,2,positive
may have unintentionally snubbed someone due to my ineptnessshyness feel badly,0,negative
y do i only have  people following me  people follow me please x,2,positive
wow someones proud of me,2,positive
 i heard your moving to sydney next year im not happy,0,negative
 cheers lifts coffee cup here here for mondays,2,positive
specially when youre already burneded wore mums shoes as well and now im all blistered it sucks balls,0,negative
losing makeup bags is tragicluckily i keep  in diff places but i gotta replace my bare escentuals  tearrrrrrrr,0,negative
just downed  live abalone sashimi with  bottles of sake with fatherinlaw  very happy,2,positive
_erica yea its tough to keep it going sometimes im not sure its worth it,0,negative
 hahah  okay then thanks for this short explanation ,2,positive
i spent an hour this morning going through yearbooks to see when each senior started to harleton my speech will be so boring,0,negative
